"","INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","INSTURL","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","OPEID","SAT_AVG","SATMTMID","SATVRMID","SATWRMID","PCT_WHITE","PCT_BLACK","PCT_ASIAN","PCT_HISPANIC"
"3606","University of Texas Southwestern Medical Center","Dallas","TX","32.812307","-96.841156","NULL","NULL","NULL","NULL","www.utsouthwestern.edu","NULL","NULL","NULL",1001900,"NULL","NULL","NULL","NULL","72.4800033569336","10.4099998474121","5.71999979019165","21.3799991607666"
"3607","The University of Texas Health Science Center at San Antonio","San Antonio","TX","29.504716","-98.57606","NULL","NULL","NULL","NULL","www.uthscsa.edu","NULL","NULL","NULL",365900,"NULL","NULL","NULL","NULL","74.3600006103515","6.30999994277954","2.75","40.3400001525878"
"3608","The University of Texas Medical Branch","Galveston","TX","29.310758","-94.775956","NULL","NULL","NULL","NULL","https://www.utmb.edu","NULL","NULL","NULL",495200,"NULL","NULL","NULL","NULL","68.4100036621093","15.0200004577636","4.32000017166137","23.0900001525878"
"3609","Texarkana College","Texarkana","TX","33.441868","-94.078","NULL","NULL","NULL","NULL","https://www.texarkanacollege.edu","NULL","2116","4588",362800,"NULL","NULL","NULL","NULL","72.9199981689453","23.4200000762939","0.38999998569488","3.91000008583068"
"3610","Texas A & M University-Kingsville","Kingsville","TX","27.525168","-97.882387","20","18","20","NULL","WWW.TAMUK.EDU","0.8234","8049","21355",363900,"952","485","470","NULL","73.120002746582","4.11999988555908","1.12999999523162","63.8600006103515"
"3611","Texas A & M University-College Station","College Station","TX","30.618726","-96.336475","27","27","27","NULL","www.tamu.edu","0.6717","11036","31214",363200,"1205","610","580","NULL","77.1900024414062","8.90999984741211","3.14000010490417","21.9400005340576"
"3612","The University of Texas at Arlington","Arlington","TX","32.729718","-97.11296","23","22","23","NULL","WWW.UTA.EDU","0.6982","9616","22920",365600,"1070","550","520","NULL","70","14.5500001907348","3.75","19.2299995422363"
"3613","The University of Texas at Austin","Austin","TX","30.282825","-97.738273","29","29","30","NULL","www.utexas.edu","0.4037","10092","35682",365800,"1289","655","620","NULL","73.8399963378906","9.07999992370605","4.36999988555908","27.0699996948242"
"3614","The University of Texas at Dallas","Richardson","TX","32.984673","-96.749702","28","28","29","NULL","www.utdallas.edu","0.6799","11192","28808",974100,"1262","650","610","NULL","73.4199981689453","10.1999998092651","5.90000009536743","17.4500007629394"
"3615","The University of Texas at El Paso","El Paso","TX","31.771697","-106.50356","20","18","20","NULL","www.utep.edu","0.9999","7548","20523",366100,"927","470","455","NULL","73.370002746582","3.45000004768371","1.12999999523162","75.3000030517578"
"3616","The University of Texas at Tyler","Tyler","TX","32.315772","-95.254337","23","25","22","NULL","www.uttyler.edu/","0.6935","7602","20082",1116300,"1050","525","525","NULL","78.3199996948242","13.8800001144409","1.20000004768371","9.9399995803833"
"3617","Texas Chiropractic College Foundation Inc","Pasadena","TX","29.66482","-95.15012","NULL","NULL","NULL","NULL","www.txchiro.edu","NULL","NULL","NULL",363500,"NULL","NULL","NULL","NULL","68.2699966430664","15.6300001144409","4.53999996185302","21.8999996185302"
"3618","Texas Christian University","Fort Worth","TX","32.709568","-97.361537","28","29","27","NULL","www.tcu.edu/","0.3758","42670","42670",363600,"1223","595","580","NULL","79.2300033569336","8.39999961853027","3.36999988555908","15.1899995803833"
"3619","Texas Christian University","Fort Worth","TX","32.709568","-97.361537","28","29","27","NULL","www.tcu.edu/","0.3758","42670","42670",363600,"1223","595","580","NULL","NULL","NULL","NULL","NULL"
"3620","Texas College","Tyler","TX","32.37456","-95.312454","NULL","NULL","NULL","NULL","www.texascollege.edu","NULL","10008","10008",363800,"NULL","NULL","NULL","NULL","53.0400009155273","33.2900009155273","1.74000000953674","22.1399993896484"
"3621","University of North Texas Health Science Center","Fort Worth","TX","32.749907","-97.369138","NULL","NULL","NULL","NULL","www.unthsc.edu","NULL","NULL","NULL",976800,"NULL","NULL","NULL","NULL","74.870002746582","10.5600004196167","3.25999999046325","20.9899997711181"
"3622","Texas Lutheran University","Seguin","TX","29.573261","-97.982669","21","20","21","NULL","www.tlu.edu","0.4261","28910","28910",364100,"973","495","480","NULL","76.3199996948242","7.88000011444091","2.26999998092651","28.7800006866455"
"3623","The University of Texas of the Permian Basin","Odessa","TX","31.889509","-102.329634","20","21","19","NULL","www.utpb.edu","0.8148","5774","6958",993000,"953","480","475","NULL","76.0999984741211","5.30999994277954","0.9200000166893","37.2299995422363"
"3624","The University of Texas at San Antonio","San Antonio","TX","29.582418","-98.621386","23","21","22","NULL","www.utsa.edu/","0.7641","7700","18297",1011500,"1033","520","505","NULL","74.0699996948242","6.67999982833862","2.49000000953674","42.0800018310546"
"3625","Brightwood College-Houston","Houston","TX","29.98361","-95.4125","NULL","NULL","NULL","NULL","www.brightwood.edu","NULL","NULL","NULL",2312200,"NULL","NULL","NULL","NULL","57.2900009155273","22.0400009155273","4.01000022888183","30.9699993133544"
"3626","Texas Southern University","Houston","TX","29.722468","-95.361961","17","16","17","NULL","www.tsu.edu","0.5149","9000","21240",364200,"814","405","403","NULL","42.2000007629394","38.8699989318847","4.80000019073486","24.329999923706"
"3627","Texas Tech University","Lubbock","TX","33.583448","-101.874783","25","24","25","NULL","www.ttu.edu","0.626","8428","18220",364400,"1117","565","545","NULL","79.7099990844726","6.09999990463257","2.49000000953674","21.4099998474121"
"3628","Texas Wesleyan University","Fort Worth","TX","32.732962","-97.279613","21","20","20","NULL","www.txwes.edu","0.4116","26050","26050",364500,"995","503","495","NULL","70.5899963378906","14.3500003814697","2.67000007629394","20.5"
"3629","Texas Woman's University","Denton","TX","33.227002","-97.129088","20","19","20","NULL","www.twu.edu","0.8588","7238","17030",364600,"944","475","465","NULL","71.4599990844726","13.3100004196167","3.85999989509582","19.2000007629394"
"3630","Trinity University","San Antonio","TX","29.46286","-98.482577","29","30","28","NULL","https://new.trinity.edu/","0.4066","39560","39560",364700,"1282","630","635","NULL","79.3399963378906","6.61999988555908","3.75","20.6800003051757"
"3631","The University of Texas Health Science Center at Houston","Houston","TX","29.702873","-95.403183","NULL","NULL","NULL","NULL","www.uth.edu/","NULL","NULL","NULL",495100,"NULL","NULL","NULL","NULL","67.9599990844726","13.6700000762939","6.69999980926513","22.0599994659423"
"3632","Texas Tech University Health Sciences Center","Lubbock","TX","33.589284","-101.891915","NULL","NULL","NULL","NULL","www.ttuhsc.edu","NULL","NULL","NULL",1067400,"NULL","NULL","NULL","NULL","77.5","7.40000009536743","2.53999996185302","22.8999996185302"
"3633","Tyler Junior College","Tyler","TX","32.336015","-95.284129","NULL","NULL","NULL","NULL","www.tjc.edu","NULL","2634","4974",364800,"NULL","NULL","NULL","NULL","74.0999984741211","17.2900009155273","0.87999999523162","11.5200004577636"
"3634","Universal Technical Institute of Texas Inc.","Houston","TX","29.990492","-95.41212","NULL","NULL","NULL","NULL","www.uti.edu","NULL","NULL","NULL",2362000,"NULL","NULL","NULL","NULL","74.9700012207031","12.8999996185302","2.81999993324279","16.1000003814697"
"3635","UCAS University of Cosemtology Arts & Sciences-McAllen","McAllen","TX","26.279439","-98.21787","NULL","NULL","NULL","NULL","www.ucastx.com","NULL","NULL","NULL",2285900,"NULL","NULL","NULL","NULL","79.1699981689453","0.43999999761581","0.49000000953674","87.9100036621093"
"3636","Vernon College","Vernon","TX","34.159298","-99.319094","NULL","NULL","NULL","NULL","www.vernoncollege.edu","NULL","3150","6450",1006000,"NULL","NULL","NULL","NULL","80.5199966430664","8.27999973297119","1.33000004291534","13.8000001907348"
"3637","Victoria Beauty College Inc","Victoria","TX","28.807928","-96.990854","NULL","NULL","NULL","NULL","www.victoriabeautycollegeinc.com","NULL","NULL","NULL",1202000,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"3638","Victoria College","Victoria","TX","28.816451","-96.979234","NULL","NULL","NULL","NULL","www.victoriacollege.edu","NULL","2640","4650",366200,"NULL","NULL","NULL","NULL","74.2699966430664","7.17999982833862","1.04999995231628","37.1899986267089"
"3639","Vogue College of Cosmetology-McAllen","McAllen","TX","26.232656","-98.223022","NULL","NULL","NULL","NULL","voguebeautycollege.com","NULL","NULL","NULL",4178400,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"3640","Wayland Baptist University","Plainview","TX","34.187677","-101.730042","19","18","19","NULL","www.wbu.edu","0.9984","15060","15060",366300,"908","460","445","NULL","72.9800033569336","6.90000009536743","2.4300000667572","29.7199993133544"
"3641","Weatherford College","Weatherford","TX","32.74133","-97.792629","NULL","NULL","NULL","NULL","https://www.wc.edu","NULL","2440","5280",366400,"NULL","NULL","NULL","NULL","87.7600021362304","4.25","0.79000002145767","10.9099998474121"
"3642","West Texas A & M University","Canyon","TX","34.982789","-101.914736","21","20","21","NULL","www.wtamu.edu","0.5997","7699","8945",366500,"977","480","475","NULL","80.1100006103515","4.63000011444091","1.36000001430511","22.9400005340576"
"3643","Western Texas College","Snyder","TX","32.678458","-100.914945","NULL","NULL","NULL","NULL","www.wtc.edu","NULL","2018","3816",954900,"NULL","NULL","NULL","NULL","80.1999969482422","5.42999982833862","0.51999998092651","27.6700000762939"
"3644","Wharton County Junior College","Wharton","TX","29.324294","-96.085199","NULL","NULL","NULL","NULL","https://www.wcjc.edu","NULL","2222","4214",366800,"NULL","NULL","NULL","NULL","64.0500030517578","14.7100000381469","5.75","29.1000003814697"
"3645","Wiley College","Marshall","TX","32.537646","-94.376821","NULL","NULL","NULL","NULL","wileyc.edu","NULL","12064","12064",366900,"NULL","NULL","NULL","NULL","49.2099990844726","42.0699996948242","1.46000003814697","10.9700002670288"
"3646","AmeriTech College-Provo","Provo","UT","40.261512","-111.669276","NULL","NULL","NULL","NULL","www.ameritech.edu","0","NULL","NULL",2270800,"NULL","NULL","NULL","NULL","91.2600021362304","0.85000002384185","1.14999997615814","7.40000009536743"
"3647","Bridgerland Technical College","Logan","UT","41.756188","-111.850619","NULL","NULL","NULL","NULL","www.btech.edu","NULL","NULL","NULL",2115400,"NULL","NULL","NULL","NULL","92.25","0.31999999284744","1.73000001907348","6.46999979019165"
"3648","Brigham Young University-Provo","Provo","UT","40.250851","-111.649281","29","31","29","NULL","www.byu.edu","0.5118","5300","5300",367000,"1293","635","635","NULL","87.2200012207031","2.04999995231628","2.58999991416931","9.43000030517578"
"3649","Brigham Young University-Hawaii","Laie","HI","21.642074","-157.926586","24","25","24","NULL","www.byuh.edu/","0.2708","5240","5240",160600,"1096","530","536","NULL","58.4599990844726","1.80999994277954","9.72999954223632","8.5600004196167"
"3650","Broadview University-West Jordan","West Jordan","UT","40.609883","-111.942296","NULL","NULL","NULL","NULL","www.broadviewuniversity.edu/","NULL","14400","14400",1116600,"NULL","NULL","NULL","NULL","88.1500015258789","0.88999998569488","1.95000004768371","10.4700002670288"
"3651","Cameo College of Essential Beauty","Murray","UT","40.645694","-111.887832","NULL","NULL","NULL","NULL","www.cameocollege.com","NULL","NULL","NULL",3921300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"3652","Sherman Kendall Academy-Salt Lake City","Salt Lake City","UT","40.722523","-111.871625","NULL","NULL","NULL","NULL","www.shermankendall.com","NULL","NULL","NULL",943300,"NULL","NULL","NULL","NULL","83.2300033569336","1.30999994277954","2.53999996185302","14.5900001525878"
"3653","Collectiv Academy","Midvale","UT","40.617059","-111.865569","NULL","NULL","NULL","NULL","www.collectivacademy.com/","NULL","NULL","NULL",2078800,"NULL","NULL","NULL","NULL","88.2099990844726","0.86000001430511","2.23000001907348","10.2799997329711"
"3654","Davis Technical College","Kaysville","UT","41.028956","-111.925227","NULL","NULL","NULL","NULL","https://www.davistech.edu/","NULL","NULL","NULL",2156600,"NULL","NULL","NULL","NULL","89.8000030517578","1.51999998092651","1.70000004768371","8.13000011444091"
"3655","Dixie State University","Saint George","UT","37.102769","-113.565903","NULL","NULL","NULL","NULL","dixie.edu/","NULL","4840","13856",367100,"NULL","NULL","NULL","NULL","90.370002746582","0.89999997615814","1.10000002384185","6.57999992370605"
"3656","Evans Hairstyling College-Cedar City","Cedar City","UT","37.679851","-113.064394","NULL","NULL","NULL","NULL","evanscollege.com","NULL","NULL","NULL",2573100,"NULL","NULL","NULL","NULL","92.4499969482422","0.68999999761581","0.74000000953674","5.17999982833862"
"3657","Evans Hairstyling College-St George","Saint George","UT","37.108487","-113.56287","NULL","NULL","NULL","NULL","evanscollege.com","NULL","NULL","NULL",2572700,"NULL","NULL","NULL","NULL","88.7200012207031","1.60000002384185","1.28999996185302","10.0500001907348"
"3658","Paul Mitchell the School-Salt Lake City","Holladay","UT","40.666643","-111.835077","NULL","NULL","NULL","NULL","paulmitchell.edu/saltlakecity","NULL","NULL","NULL",2556800,"NULL","NULL","NULL","NULL","87.6100006103515","1.29999995231628","2.36999988555908","10.5"
"3659","Eagle Gate College-Murray","Murray","UT","40.649984","-111.903609","NULL","NULL","NULL","NULL","EAGLEGATECOLLEGE.EDU","NULL","14297","14297",2178500,"NULL","NULL","NULL","NULL","85.5100021362304","1.40999996662139","2.32999992370605","12.619999885559"
"3660","LDS Business College","Salt Lake City","UT","40.77113","-111.9002","NULL","NULL","NULL","NULL","www.ldsbc.edu","NULL","3240","3240",367200,"NULL","NULL","NULL","NULL","86.2799987792968","2.40000009536743","2.34999990463256","10.9899997711181"
"3661","Ogden-Weber Technical College","Ogden","UT","41.264286","-111.964808","NULL","NULL","NULL","NULL","www.owatc.edu","NULL","NULL","NULL",2346500,"NULL","NULL","NULL","NULL","87.0100021362304","1.46000003814697","1.25","13.3500003814697"
"3662","Snow College","Ephraim","UT","39.360177","-111.58296","NULL","NULL","NULL","NULL","https://www.snow.edu","NULL","3592","12070",367900,"NULL","NULL","NULL","NULL","91.0699996948242","0.79000002145767","1.22000002861022","6.76999998092651"
"3663","Southern Utah University","Cedar City","UT","37.674617","-113.070146","23","24","22","NULL","https://www.suu.edu/","0.7228","6530","19810",367800,"1065","505","515","NULL","90.8099975585937","0.81999999284744","1.13999998569488","6.25"
"3664","Stevens-Henager College","West Haven","UT","41.232847","-112.011617","NULL","NULL","NULL","NULL","www.stevenshenager.edu","NULL","16968","16968",367400,"NULL","NULL","NULL","NULL","88.5899963378906","1","1.73000001907348","10.1599998474121"
"3665","Stevens-Henager College","Orem","UT","40.269691","-111.713264","NULL","NULL","NULL","NULL","www.stevenshenager.edu/locations/st-george","NULL","16968","16968",367401,"NULL","NULL","NULL","NULL","88.5899963378906","1","1.73000001907348","10.1599998474121"
"3666","Uintah Basin Technical College","Roosevelt","UT","40.299059","-109.97534","NULL","NULL","NULL","NULL","www.ubtech.edu/","NULL","NULL","NULL",1116500,"NULL","NULL","NULL","NULL","83.1600036621093","0.10999999940395","0.2199999988079","3.60999989509582"
"3667","Utah State University","Logan","UT","41.740748","-111.81391","24","24","23","NULL","www.usu.edu","0.9025","7426","20492",367700,"1087","550","550","NULL","90.5599975585937","0.85000002384185","1.66999995708465","6.96000003814697"
"3668","Utah Valley University","Orem","UT","40.281078","-111.716456","NULL","NULL","NULL","NULL","www.uvu.edu","NULL","5530","15690",402700,"NULL","NULL","NULL","NULL","89.9700012207031","1.26999998092651","1.55999994277954","7.98999977111816"
